ORTHO_ID	CA_gene	CG_gene
ORTHO_014785	LOC128184674	LOC105346097
ORTHO_014786	LOC128184677	LOC105326635
ORTHO_014787	LOC128184679	LOC105348444
ORTHO_014788	LOC128184680	LOC105324692
ORTHO_014789	LOC128184687	LOC105347092
ORTHO_014790	LOC128184678	LOC105333632
ORTHO_014791	LOC128184690	LOC105323047
ORTHO_014792	LOC128184691	LOC105323052
ORTHO_014793	LOC128184694	LOC105323053
ORTHO_014794	LOC128184696	LOC136271308
ORTHO_014795	LOC128184693	LOC105333633
ORTHO_014796	LOC128184697	LOC105323111
ORTHO_014797	LOC128184698	LOC117692787
ORTHO_014798	LOC128184704	LOC105323049
ORTHO_014799	LOC128184705	LOC105323054
ORTHO_014800	LOC128184706	LOC105328372
ORTHO_014801	LOC128184707	LOC105323115
ORTHO_014802	LOC128184709	LOC105323119
ORTHO_014803	LOC128184710	LOC105323048
ORTHO_014804	LOC128184703	LOC105332676
ORTHO_014805	LOC128184713	LOC105323050
ORTHO_014806	LOC128184717	LOC105323056
ORTHO_014807	LOC128184718	LOC105332977
ORTHO_014808	LOC128184729	LOC105331326
ORTHO_014809	LOC128184730	LOC136271284
ORTHO_014810	LOC128184732	LOC105348474
ORTHO_014811	LOC128184737	LOC105330769
ORTHO_014812	LOC128184735	LOC105331217
ORTHO_014813	LOC128184744	LOC136271299
ORTHO_014814	LOC128184745	LOC105330773
ORTHO_014815	LOC128184746	LOC105343193
ORTHO_014816	LOC128184748	LOC105343192
ORTHO_014817	LOC128184753	LOC105347837
ORTHO_014818	LOC128184742	LOC105347487
ORTHO_014819	LOC128184757	LOC105346268
ORTHO_014820	LOC128184761	LOC105345330
ORTHO_014821	LOC128184758	LOC105332689
ORTHO_014822	LOC128184764	LOC105345828
ORTHO_014823	LOC128184768	LOC105329670
ORTHO_014824	LOC128184770	LOC105323620
ORTHO_014825	LOC128184772	LOC117680322
ORTHO_014826	LOC128184774	LOC136271608
ORTHO_014827	LOC128184778	LOC105326827
ORTHO_014828	LOC128184779	LOC105326829
ORTHO_014829	LOC128184780	LOC105347846
ORTHO_014830	LOC128184777	LOC105331219
ORTHO_014831	LOC128184782	LOC105330645
ORTHO_014832	LOC128184785	LOC105348475
ORTHO_014833	LOC128184788	LOC136271169
ORTHO_014834	LOC128184789	LOC105343070
ORTHO_014835	LOC128184792	LOC136271570
ORTHO_014836	LOC128184795	LOC105318696
ORTHO_014837	LOC128184796	LOC105343474
ORTHO_014838	LOC128184793	LOC105323977
ORTHO_014839	LOC128184773	LOC105320064
ORTHO_014840	LOC128184802	LOC105324644
ORTHO_014841	LOC128184809	LOC105329151
ORTHO_014842	LOC128184811	LOC105321989
ORTHO_014843	LOC128184812	LOC109620553
ORTHO_014844	LOC128184826	LOC117692169
ORTHO_014845	LOC128184828	LOC105340529
ORTHO_014846	LOC128184829	LOC105329990
ORTHO_014847	LOC128184818	LOC105334278
ORTHO_014848	LOC128184830	LOC105329987
ORTHO_014849	LOC128184831	LOC105343604
ORTHO_014850	LOC128184832	LOC105343610
ORTHO_014851	LOC128184833	LOC105343620
ORTHO_014852	LOC128184834	LOC105330008
ORTHO_014853	LOC128184835	LOC105343608
ORTHO_014854	LOC128184836	LOC105329985
ORTHO_014855	LOC128184837	LOC105343621
ORTHO_014856	LOC128184839	LOC105329992
ORTHO_014857	LOC128184841	LOC105343614
ORTHO_014858	LOC128184842	LOC105322538
ORTHO_014859	LOC128184843	LOC105329993
ORTHO_014860	LOC128184844	LOC117691583
ORTHO_014861	LOC128184846	LOC117691584
ORTHO_014862	LOC128184847	LOC105329983
ORTHO_014863	LOC128184849	LOC105329989
ORTHO_014864	LOC128184850	LOC117688550
ORTHO_014865	LOC128184851	LOC105329986
ORTHO_014866	LOC128184853	LOC105329988
ORTHO_014867	LOC128184857	LOC117691707
ORTHO_014868	LOC128184858	LOC105347094
ORTHO_014869	LOC128184856	LOC117682785
ORTHO_014870	LOC128184861	LOC105318848
ORTHO_014871	LOC128184862	LOC105343665
ORTHO_014872	LOC128184864	LOC105323588
ORTHO_014873	LOC128184871	LOC105337538
ORTHO_014874	LOC128184872	LOC105337539
ORTHO_014875	LOC128184875	LOC117691060
ORTHO_014876	LOC128184876	LOC136271204
ORTHO_014877	LOC128184878	LOC136271360
ORTHO_014878	LOC128184879	LOC117692256
ORTHO_014879	LOC128184880	LOC105349106
ORTHO_014880	LOC128184885	LOC105348517
ORTHO_014881	LOC128184886	LOC105322450
ORTHO_014882	LOC128184887	LOC105330223
ORTHO_014883	LOC128184890	LOC105348571
ORTHO_014884	LOC128184891	LOC105333777
ORTHO_014885	LOC128184892	LOC105335246
ORTHO_014886	LOC128184896	LOC105343188
ORTHO_014887	LOC128184897	LOC117690629
ORTHO_014888	LOC128184895	LOC105342456
ORTHO_014889	LOC128184898	LOC117691350
ORTHO_014890	LOC128184899	LOC105326618
ORTHO_014891	LOC128184900	LOC105341823
ORTHO_014892	LOC128184905	LOC105324041
ORTHO_014893	LOC128184906	LOC117692149
ORTHO_014894	LOC128184908	LOC105346886
ORTHO_014895	LOC128184913	LOC105327946
ORTHO_014896	LOC128184914	LOC105324726
ORTHO_014897	LOC128184916	LOC105329130
ORTHO_014898	LOC128184917	LOC105329131
ORTHO_014899	LOC128184919	LOC136271342
ORTHO_014900	LOC128184920	LOC136272206
ORTHO_014901	LOC128184904	LOC105342457
ORTHO_014902	LOC128184939	LOC105325674
ORTHO_014903	LOC128184852	LOC105345568
ORTHO_014904	LOC128184938	LOC117692616
ORTHO_014905	LOC128184943	LOC136271751
ORTHO_014906	LOC128184945	LOC117691368
ORTHO_014907	LOC128184944	LOC105323257
ORTHO_014908	LOC128184951	LOC105317576
ORTHO_014909	LOC128184954	LOC105343052
ORTHO_014910	LOC128184955	LOC105338407
ORTHO_014911	LOC128184960	LOC105345824
ORTHO_014912	LOC128184961	LOC105342206
ORTHO_014913	LOC128184965	LOC105321916
ORTHO_014914	LOC128184966	LOC105321909
ORTHO_014915	LOC128184967	LOC105348716
ORTHO_014916	LOC128184968	LOC105348700
ORTHO_014917	LOC128184971	LOC117691269
ORTHO_014918	LOC128184977	LOC105320254
ORTHO_014919	LOC128184978	LOC105320255
ORTHO_014920	LOC128184980	LOC105345118
ORTHO_014921	LOC128184981	LOC117691380
ORTHO_014922	LOC128184982	LOC105343055
ORTHO_014923	LOC128184988	LOC105336139
ORTHO_014924	LOC128184989	LOC117692237
ORTHO_014925	LOC128184992	LOC105320798
ORTHO_014926	LOC128184993	LOC105320268
ORTHO_014927	LOC128184995	LOC105320809
ORTHO_014928	LOC128184996	LOC105320807
ORTHO_014929	LOC128184997	LOC117682201
ORTHO_014930	LOC128184998	LOC105320795
ORTHO_014931	LOC128184999	LOC105320796
ORTHO_014932	LOC128185000	LOC105320266
ORTHO_014933	LOC128185001	LOC117692051
ORTHO_014934	LOC128185002	LOC105320808
ORTHO_014935	LOC128185003	LOC105320278
ORTHO_014936	LOC128185006	LOC105332528
ORTHO_014937	LOC128185007	LOC105320800
ORTHO_014938	LOC128185009	LOC105320801
ORTHO_014939	LOC128185011	LOC136272333
ORTHO_014940	LOC128185014	LOC117692013
ORTHO_014941	LOC128185017	LOC105320267
ORTHO_014942	LOC128185021	LOC117691465
ORTHO_014943	LOC128185022	LOC117691464
ORTHO_014944	LOC128185023	LOC117680359
ORTHO_014945	LOC128185020	LOC105331731
ORTHO_014946	LOC128185024	LOC105332526
ORTHO_014947	LOC128184994	LOC105318083
ORTHO_014948	LOC128185027	LOC117691466
ORTHO_014949	LOC128185031	LOC105320265
ORTHO_014950	LOC128185036	LOC105334527
ORTHO_014951	LOC128185038	LOC105344602
ORTHO_014952	LOC128185030	LOC105337368
ORTHO_014953	LOC128185043	LOC105337314
ORTHO_014954	LOC128185046	LOC105328057
ORTHO_014955	LOC128185049	LOC105333664
ORTHO_014956	LOC128185050	LOC105333665
ORTHO_014957	LOC128185054	LOC105339386
ORTHO_014958	LOC128185051	LOC105337367
ORTHO_014959	LOC128185055	LOC117691550
ORTHO_014960	LOC128185060	LOC105321262
ORTHO_014961	LOC128185061	LOC105342318
ORTHO_014962	LOC128185067	LOC105320694
ORTHO_014963	LOC128185068	LOC117691810
ORTHO_014964	LOC128185071	LOC136271324
ORTHO_014965	LOC128185074	LOC105341153
ORTHO_014966	LOC128185072	LOC105338946
ORTHO_014967	LOC128185078	LOC105318756
ORTHO_014968	LOC128185080	LOC105318755
ORTHO_014969	LOC128185079	LOC105329546
ORTHO_014970	LOC128185082	LOC136275344
ORTHO_014971	LOC128185086	LOC105336560
ORTHO_014972	LOC128185089	LOC136269790
ORTHO_014973	LOC128185096	LOC105326826
ORTHO_014974	LOC128185100	LOC105326345
ORTHO_014975	LOC128185105	LOC105333780
ORTHO_014976	LOC128185110	LOC105322267
ORTHO_014977	LOC128185108	LOC105344627
ORTHO_014978	LOC128185112	LOC136271648
ORTHO_014979	LOC128185114	LOC117681202
ORTHO_014980	LOC128185115	LOC117692104
ORTHO_014981	LOC128185117	LOC117687589
ORTHO_014982	LOC128185088	LOC136275840
ORTHO_014983	LOC128185118	LOC105337351
ORTHO_014984	LOC128185132	LOC136271708
ORTHO_014985	LOC128185131	LOC105337352
ORTHO_014986	LOC128185137	LOC105317695
ORTHO_014987	LOC128185142	LOC105337348
ORTHO_014988	LOC128185149	LOC117686101
ORTHO_014989	LOC128185154	LOC109619378
ORTHO_014990	LOC128185157	LOC105338270
ORTHO_014991	LOC128185167	LOC105341118
ORTHO_014992	LOC128185172	LOC105348560
ORTHO_014993	LOC128185177	LOC136271338
ORTHO_014994	LOC128185179	LOC105337322
ORTHO_014995	LOC128185181	LOC105331285
ORTHO_014996	LOC128185192	LOC105342612
ORTHO_014997	LOC128185194	LOC136271810
ORTHO_014998	LOC128185197	LOC117691967
ORTHO_014999	LOC128185200	LOC117686518
ORTHO_015000	LOC128185199	LOC105338269
ORTHO_015001	LOC128185203	LOC105323113
ORTHO_015002	LOC128185204	LOC105323112
ORTHO_015003	LOC128185205	LOC117691559
ORTHO_015004	LOC128185183	LOC117684616
ORTHO_015005	LOC128185220	LOC136272209
ORTHO_015006	LOC128185222	LOC105346404
ORTHO_015007	LOC128185224	LOC109620808
ORTHO_015008	LOC128185225	LOC105346885
ORTHO_015009	LOC128185226	LOC136271869
ORTHO_015010	LOC128185230	LOC136275663
ORTHO_015011	LOC128185234	LOC117692309
ORTHO_015012	LOC128185247	LOC105340040
ORTHO_015013	LOC128185250	LOC105320072
ORTHO_015014	LOC128185253	LOC105345513
ORTHO_015015	LOC128185255	LOC105343686
ORTHO_015016	LOC128185261	LOC105320693
ORTHO_015017	LOC128185266	LOC117691951
ORTHO_015018	LOC128185275	LOC105328246
ORTHO_015019	LOC128185278	LOC105328254
ORTHO_015020	LOC128185279	LOC136271484
ORTHO_015021	LOC128185280	LOC117682327
ORTHO_015022	LOC128185281	LOC117691523
ORTHO_015023	LOC128185285	LOC136269507
ORTHO_015024	LOC128185288	LOC117688453
ORTHO_015025	LOC128185295	LOC105348141
ORTHO_015026	LOC128185292	LOC109617956
ORTHO_015027	LOC128185298	LOC117691030
ORTHO_015028	LOC128185303	LOC105331115
ORTHO_015029	LOC128185307	LOC136271477
ORTHO_015030	LOC128185309	LOC136271778
ORTHO_015031	LOC128185314	LOC105331111
ORTHO_015032	LOC128185325	LOC136271565
ORTHO_015033	LOC128185327	LOC136271720
ORTHO_015034	LOC128185343	LOC105343022
ORTHO_015035	LOC128185348	LOC136271639
ORTHO_015036	LOC128185346	LOC105342889
ORTHO_015037	LOC128185361	LOC105329685
ORTHO_015038	LOC128185358	LOC105342887
ORTHO_015039	LOC128185369	LOC105342888
ORTHO_015040	LOC128185375	LOC136271394
ORTHO_015041	LOC128185377	LOC136271194
ORTHO_015042	LOC128185380	LOC105333048
ORTHO_015043	LOC128185384	LOC105324311
ORTHO_015044	LOC128185388	LOC105333047
ORTHO_015045	LOC128185393	LOC136271799
ORTHO_015046	LOC128185396	LOC136271452
ORTHO_015047	LOC128185397	LOC136272002
ORTHO_015048	LOC128185403	LOC136271449
ORTHO_015049	LOC128185406	LOC105331171
ORTHO_015050	LOC128185409	LOC105347315
ORTHO_015051	LOC128185416	LOC105347673
ORTHO_015052	LOC128185418	LOC105343028
ORTHO_015053	LOC128185419	LOC105332280
ORTHO_015054	LOC128185427	LOC117685362
ORTHO_015055	LOC128185430	LOC105330113
ORTHO_015056	LOC128185444	LOC105342623
ORTHO_015057	LOC128185446	LOC136275102
ORTHO_015058	LOC128185449	LOC105317280
ORTHO_015059	LOC128185450	LOC136274483
ORTHO_015060	LOC128185456	LOC117691356
ORTHO_015061	LOC128185459	LOC105325217
ORTHO_015062	LOC128185463	LOC109617411
ORTHO_015063	LOC128185468	LOC105331094
ORTHO_015064	LOC128185478	LOC105331095
ORTHO_015065	LOC128185488	LOC105324874
ORTHO_015066	LOC128185510	LOC105333728
ORTHO_015067	LOC128185511	LOC105341511
ORTHO_015068	LOC128185534	LOC105346312
ORTHO_015069	LOC128185551	LOC117691278
ORTHO_015070	LOC128185552	LOC105344479
ORTHO_015071	LOC128185549	LOC105346314
ORTHO_015072	LOC128185556	LOC117690993
ORTHO_015073	LOC128185560	LOC117692167
ORTHO_015074	LOC128185563	LOC105330003
ORTHO_015075	LOC128185565	LOC105330006
ORTHO_015076	LOC128185564	LOC105321065
ORTHO_015077	LOC128185566	LOC105330002
ORTHO_015078	LOC128185567	LOC117691768
ORTHO_015079	LOC128185570	LOC136271423
ORTHO_015080	LOC128185571	LOC105345662
ORTHO_015081	LOC128185574	LOC105322937
ORTHO_015082	LOC128185573	LOC117688358
ORTHO_015083	LOC128185576	LOC117686575
ORTHO_015084	LOC128185582	LOC117691501
ORTHO_015085	LOC128185583	LOC105321257
ORTHO_015086	LOC128185580	LOC105330096
ORTHO_015087	LOC128185585	LOC136269566
ORTHO_015088	LOC128185587	LOC105330777
ORTHO_015089	LOC128185590	LOC105317573
ORTHO_015090	LOC128185591	LOC105347088
ORTHO_015091	LOC128185592	LOC105328248
ORTHO_015092	LOC128185594	LOC105348032
ORTHO_015093	LOC128185595	LOC105343959
ORTHO_015094	LOC128185596	LOC105323580
ORTHO_015095	LOC128185603	LOC105333725
ORTHO_015096	LOC128185609	LOC136271277
ORTHO_015097	LOC128185614	LOC109619609
ORTHO_015098	LOC128185618	LOC117684764
ORTHO_015099	LOC128185624	LOC136271811
ORTHO_015100	LOC128185628	LOC117690082
ORTHO_015101	LOC128185627	LOC105327367
ORTHO_015102	LOC128185646	LOC105343032
ORTHO_015103	LOC128185647	LOC105337835
ORTHO_015104	LOC128185657	LOC105343047
ORTHO_015105	LOC128185661	LOC105324341
ORTHO_015106	LOC128185669	LOC105331349
ORTHO_015107	LOC128185670	LOC136273093
ORTHO_015108	LOC128185672	LOC105337323
ORTHO_015109	LOC128185673	LOC136269429
ORTHO_015110	LOC128185674	LOC105331275
ORTHO_015111	LOC128185676	LOC105333754
ORTHO_015112	LOC128185677	LOC105333755
ORTHO_015113	LOC128185679	LOC105337078
ORTHO_015114	LOC128185681	LOC105319943
ORTHO_015115	LOC128185682	LOC109617590
ORTHO_015116	LOC128185655	LOC105338258
ORTHO_015117	LOC128185684	LOC117691744
ORTHO_015118	LOC128185685	LOC105319942
ORTHO_015119	LOC128185687	LOC136271769
ORTHO_015120	LOC128185693	LOC136271685
ORTHO_015121	LOC128185697	LOC105343189
ORTHO_015122	LOC128185698	LOC105337061
ORTHO_015123	LOC128185700	LOC105321977
ORTHO_015124	LOC128185703	LOC105347091
ORTHO_015125	LOC128185705	LOC105340476
ORTHO_015126	LOC128185706	LOC105340505
ORTHO_015127	LOC128185709	LOC117684453
ORTHO_015128	LOC128185711	LOC105318560
ORTHO_015129	LOC128185715	LOC105337834
ORTHO_015130	LOC128185716	LOC105327365
ORTHO_015131	LOC128185719	LOC105336904
ORTHO_015132	LOC128185721	LOC105329166
ORTHO_015133	LOC128185725	LOC105332496
ORTHO_015134	LOC128185726	LOC105319881
ORTHO_015135	LOC128185729	LOC105340716
ORTHO_015136	LOC128185731	LOC105334526
ORTHO_015137	LOC128185734	LOC117690870
ORTHO_015138	LOC128185735	LOC136271632
ORTHO_015139	LOC128185737	LOC105337635
ORTHO_015140	LOC128185739	LOC105331341
ORTHO_015141	LOC128185741	LOC117691483
ORTHO_015142	LOC128185745	LOC105341533
ORTHO_015143	LOC128185747	LOC105343185
ORTHO_015144	LOC128185751	LOC105333711
ORTHO_015145	LOC128185755	LOC105345715
ORTHO_015146	LOC128185758	LOC105334145
ORTHO_015147	LOC128185759	LOC105323592
ORTHO_015148	LOC128185760	LOC105330659
ORTHO_015149	LOC128185761	LOC136271944
ORTHO_015150	LOC128185764	LOC109620533
ORTHO_015151	LOC128185743	LOC105338257
ORTHO_015152	LOC128185767	LOC105317114
ORTHO_015153	LOC128185768	LOC105317113
ORTHO_015154	LOC128185770	LOC117690974
ORTHO_015155	LOC128185772	LOC105348698
ORTHO_015156	LOC128185756	LOC105337335
ORTHO_015157	LOC128185777	LOC105347605
ORTHO_015158	LOC128185782	LOC105330660
ORTHO_015159	LOC128185779	LOC105341565
ORTHO_015160	LOC128185786	LOC105323716
ORTHO_015161	LOC128185790	LOC105344004
ORTHO_015162	LOC128185789	LOC105320575
ORTHO_015163	LOC128185796	LOC105328263
ORTHO_015164	LOC128185798	LOC117690678
ORTHO_015165	LOC128185809	LOC105334644
ORTHO_015166	LOC128185811	LOC105347452
ORTHO_015167	LOC128185812	LOC105347835
ORTHO_015168	LOC128185810	LOC105320574
ORTHO_015169	LOC128185814	LOC136271333
ORTHO_015170	LOC128185815	LOC117691259
ORTHO_015171	LOC128185818	LOC105329996
ORTHO_015172	LOC128185821	LOC105328245
ORTHO_015173	LOC128185824	LOC105333825
ORTHO_015174	LOC128185827	LOC105324691
ORTHO_015175	LOC128185832	LOC109621091
ORTHO_015176	LOC128185833	LOC105349105
ORTHO_015177	LOC128185836	LOC105331961
ORTHO_015178	LOC128185838	LOC117691790
ORTHO_015179	LOC128185842	LOC105328738
ORTHO_015180	LOC128185843	LOC109617073
ORTHO_015181	LOC128185840	LOC105320581
ORTHO_015182	LOC128185844	LOC105325550
ORTHO_015183	LOC128185849	LOC136271773
ORTHO_015184	LOC128185850	LOC117691570
ORTHO_015185	LOC128185852	LOC105343987
ORTHO_015186	LOC128185859	LOC105320166
ORTHO_015187	LOC128185860	LOC105334814
ORTHO_015188	LOC128185829	LOC105338255
ORTHO_015189	LOC128185864	LOC105343056
ORTHO_015190	LOC128185861	LOC105320584
ORTHO_015191	LOC128185865	LOC105335071
ORTHO_015192	LOC128185869	LOC105337976
ORTHO_015193	LOC128185871	LOC105337970
ORTHO_015194	LOC128185872	LOC117690621
ORTHO_015195	LOC128185874	LOC117690640
ORTHO_015196	LOC128185880	LOC117692307
ORTHO_015197	LOC128185879	LOC117681567
ORTHO_015198	LOC128185882	LOC117691754
ORTHO_015199	LOC128185883	LOC105319013
ORTHO_015200	LOC128185885	LOC136271327
ORTHO_015201	LOC128185886	LOC105319011
ORTHO_015202	LOC128185887	LOC105342897
ORTHO_015203	LOC128185891	LOC117690855
ORTHO_015204	LOC128185892	LOC105326835
ORTHO_015205	LOC128185893	LOC105324241
ORTHO_015206	LOC128185895	LOC105331678
ORTHO_015207	LOC128185896	LOC105343200
ORTHO_015208	LOC128185902	LOC105332495
ORTHO_015209	LOC128185900	LOC105320585
ORTHO_015210	LOC128185910	LOC105349111
ORTHO_015211	LOC128185913	LOC109617113
ORTHO_015212	LOC128185921	LOC105349018
ORTHO_015213	LOC128185922	LOC105344636
ORTHO_015214	LOC128185925	LOC105329780
ORTHO_015215	LOC128185926	LOC105337064
ORTHO_015216	LOC128185927	LOC105320078
ORTHO_015217	LOC128185928	LOC105342898
ORTHO_015218	LOC128185934	LOC105348257
ORTHO_015219	LOC128185935	LOC105337320
ORTHO_015220	LOC128185940	LOC136271521
ORTHO_015221	LOC128185942	LOC105318473
ORTHO_015222	LOC128185947	LOC105321998
ORTHO_015223	LOC128185951	LOC105328219
ORTHO_015224	LOC128185953	LOC105336095
ORTHO_015225	LOC128185941	LOC105342896
ORTHO_015226	LOC128185958	LOC105334397
ORTHO_015227	LOC128185961	LOC105324310
ORTHO_015228	LOC128185963	LOC117690964
ORTHO_015229	LOC128185965	LOC105328430
ORTHO_015230	LOC128185966	LOC105336551
ORTHO_015231	LOC128185967	LOC105322525
ORTHO_015232	LOC128185973	LOC117690986
ORTHO_015233	LOC128185980	LOC117691360
ORTHO_015234	LOC128185983	LOC105334530
ORTHO_015235	LOC128185984	LOC105334532
ORTHO_015236	LOC128185987	LOC105347563
ORTHO_015237	LOC128185964	LOC105342893
ORTHO_015238	LOC128185989	LOC105331179
ORTHO_015239	LOC128185990	LOC105332241
ORTHO_015240	LOC128185991	LOC117690800
ORTHO_015241	LOC128185992	LOC105332242
ORTHO_015242	LOC128185993	LOC117692222
ORTHO_015243	LOC128185994	LOC105331174
ORTHO_015244	LOC128186007	LOC105343034
ORTHO_015245	LOC128186008	LOC105330648
ORTHO_015246	LOC128186005	LOC117681579
ORTHO_015247	LOC128186009	LOC105328208
ORTHO_015248	LOC128186011	LOC117688612
ORTHO_015249	LOC128186013	LOC105334105
ORTHO_015250	LOC128186020	LOC105327940
ORTHO_015251	LOC128186017	LOC105320586
ORTHO_015252	LOC128186024	LOC105332843
ORTHO_015253	LOC128186027	LOC105318485
ORTHO_015254	LOC128186032	LOC105346662
ORTHO_015255	LOC128186028	LOC105342892
ORTHO_015256	LOC128186033	LOC105346653
ORTHO_015257	LOC128186034	LOC105336102
ORTHO_015258	LOC128186035	Ankyrin-3
ORTHO_015259	LOC128186037	LOC105345329
ORTHO_015260	LOC128186042	LOC105333729
ORTHO_015261	LOC128186040	LOC117680700
ORTHO_015262	LOC128186047	LOC105320086
ORTHO_015263	LOC128186051	LOC105342929
ORTHO_015264	LOC128186049	LOC105342890
ORTHO_015265	LOC128186052	LOC105334106
ORTHO_015266	LOC128186053	LOC105334107
ORTHO_015267	LOC128186054	LOC105318275
ORTHO_015268	LOC128186055	LOC105343050
ORTHO_015269	LOC128186056	LOC105327945
ORTHO_015270	LOC128186058	LOC105343984
ORTHO_015271	LOC128186059	LOC136271585
ORTHO_015272	LOC128186057	LOC105342901
ORTHO_015273	LOC128186064	LOC117686000
ORTHO_015274	LOC128186066	LOC105319438
ORTHO_015275	LOC128186068	LOC105342373
ORTHO_015276	LOC128186067	LOC105342894
ORTHO_015277	LOC128186076	LOC105319878
ORTHO_015278	LOC128186079	LOC117685967
ORTHO_015279	LOC128186080	LOC117685517
ORTHO_015280	LOC128186081	LOC117692852
ORTHO_015281	LOC128186082	LOC105324695
ORTHO_015282	LOC128186085	LOC105337067
ORTHO_015283	LOC128186083	LOC105342891
ORTHO_015284	LOC128186091	LOC105325070
ORTHO_015285	LOC128186094	LOC105324694
ORTHO_015286	LOC128186095	LOC105324693
ORTHO_015287	LOC128186104	LOC105325920
ORTHO_015288	LOC128186105	LOC105348136
ORTHO_015289	LOC128186108	LOC117691043
ORTHO_015290	LOC128186109	LOC105348135
ORTHO_015291	LOC128186110	LOC136271719
ORTHO_015292	LOC128186111	LOC117691044
ORTHO_015293	LOC128186112	LOC136270273
ORTHO_015294	LOC128186116	LOC105333986
ORTHO_015295	LOC128186118	LOC105318754
ORTHO_015296	LOC128186120	LOC105343215
ORTHO_015297	LOC128186123	LOC136269506
ORTHO_015298	LOC128186125	LOC105343053
ORTHO_015299	LOC128186126	LOC105348903
ORTHO_015300	LOC128186131	LOC105330107
ORTHO_015301	LOC128186132	LOC105335387
ORTHO_015302	LOC128186130	LOC105324771
ORTHO_015303	LOC128186133	LOC105335386
ORTHO_015304	LOC128186134	LOC117691842
ORTHO_015305	LOC128186135	LOC117690647
ORTHO_015306	LOC128186136	LOC105347287
ORTHO_015307	LOC128186137	LOC105347280
ORTHO_015308	LOC128186142	LOC105318837
ORTHO_015309	LOC128186143	LOC105343203
ORTHO_015310	LOC128186144	LOC105322851
ORTHO_015311	LOC128186145	LOC105328064
ORTHO_015312	LOC128186146	LOC105328063
ORTHO_015313	LOC128186148	LOC117692153
ORTHO_015314	LOC128186149	LOC105329158
ORTHO_015315	LOC128186150	LOC117692297
ORTHO_015316	LOC128186155	LOC105330782
ORTHO_015317	LOC128186156	LOC105344481
ORTHO_015318	LOC128186157	LOC105326775
ORTHO_015319	LOC128186158	LOC105326776
ORTHO_015320	LOC128186159	LOC105317579
ORTHO_015321	LOC128186161	LOC105337533
ORTHO_015322	LOC128186163	LOC105318758
ORTHO_015323	LOC128186164	LOC105323995
ORTHO_015324	LOC128186165	LOC105342219
ORTHO_015325	LOC128186166	LOC105342217
ORTHO_015326	LOC128186167	LOC117691811
ORTHO_015327	LOC128186173	LOC105333984
ORTHO_015328	LOC128186176	LOC105337796
ORTHO_015329	LOC128186177	LOC105335294
ORTHO_015330	LOC128186178	LOC105335324
ORTHO_015331	LOC128186179	LOC117691853
ORTHO_015332	LOC128186180	LOC105331458
ORTHO_015333	LOC128186181	LOC117691854
ORTHO_015334	LOC128186182	LOC105335302
ORTHO_015335	LOC128186184	LOC117691872
ORTHO_015336	LOC128186185	LOC136271940
ORTHO_015337	LOC128186187	LOC105331460
ORTHO_015338	LOC128186188	LOC117691875
ORTHO_015339	LOC128186190	LOC117691391
ORTHO_015340	LOC128186192	LOC136269700
ORTHO_015341	LOC128186194	LOC117691792
ORTHO_015342	LOC128186195	LOC105331456
ORTHO_015343	LOC128186196	LOC105335290
ORTHO_015344	LOC128186197	LOC105337798
ORTHO_015345	LOC128186198	LOC136271936
ORTHO_015346	LOC128186199	LOC105331452
ORTHO_015347	LOC128186200	LOC105337797
ORTHO_015348	LOC128186201	LOC105332974
ORTHO_015349	LOC128186202	LOC105337795
ORTHO_015350	LOC128186205	LOC117691857
ORTHO_015351	LOC128186206	LOC105335317
ORTHO_015352	LOC128186208	LOC105331471
ORTHO_015353	LOC128186209	LOC117691893
ORTHO_015354	LOC128186210	LOC105335297
ORTHO_015355	LOC128186214	LOC117692039
ORTHO_015356	LOC128186216	LOC136271614
ORTHO_015357	LOC128186218	LOC105335292
ORTHO_015358	LOC128186226	LOC105322692
ORTHO_015359	LOC128186231	LOC105336005
ORTHO_015360	LOC128186233	LOC136271624
ORTHO_015361	LOC128186235	LOC105324696
ORTHO_015362	LOC128186241	LOC105325509
ORTHO_015363	LOC128186174	LOC105344066
ORTHO_015364	LOC128186248	LOC105318842
ORTHO_015365	LOC128186249	LOC105348126
ORTHO_015366	LOC128186252	LOC117691553
ORTHO_015367	LOC128186254	LOC105324701
ORTHO_015368	LOC128186246	LOC117690473
ORTHO_015369	LOC128186257	LOC105338229
ORTHO_015370	LOC128186261	LOC105336098
ORTHO_015371	LOC128186267	LOC105330771
ORTHO_015372	LOC128186270	LOC105328059
ORTHO_015373	LOC128186273	LOC105319673
ORTHO_015374	LOC128186279	LOC105317200
ORTHO_015375	LOC128186284	LOC105320077
ORTHO_015376	LOC128186286	LOC105320079
ORTHO_015377	LOC128186287	LOC105318843
ORTHO_015378	LOC128186293	LOC117692251
ORTHO_015379	LOC128186295	LOC105340473
ORTHO_015380	LOC128186296	LOC136271208
ORTHO_015381	LOC128186297	LOC105328206
ORTHO_015382	LOC128186304	LOC105328091
ORTHO_015383	LOC128186305	LOC105343693
ORTHO_015384	LOC128186306	LOC136271528
ORTHO_015385	LOC128186312	LOC105344562
ORTHO_015386	LOC128186314	LOC105321996
ORTHO_015387	LOC128186315	LOC117691331
ORTHO_015388	LOC128186313	LOC105342021
ORTHO_015389	LOC128186317	LOC105334210
ORTHO_015390	LOC128186318	LOC117691279
ORTHO_015391	LOC128186322	LOC105340669
