CAmt|atp6::CM046786.1:9839-10508(+)	CAmt|atp6
CG|XM_034469399.2	LOC105337857
CG|XM_034469411.2	LOC109619953
CG|XM_034469413.2	LOC105337845
CG|XM_034469414.2	LOC105337845
CG|XM_034469415.2	LOC105337865
CG|XM_034469420.2	LOC105342859
CG|XM_034469432.2	LOC105331436
CG|XM_034469434.2	LOC105343010
CG|XM_034469435.2	LOC105343010
CG|XM_034469438.2	LOC105343010
CG|XM_034469448.2	LOC105348162
CG|XM_034469455.2	LOC105329461
CG|XM_034469456.2	LOC105322131
CG|XM_034469458.2	LOC105322131
CG|XM_034469459.2	LOC105322131
CG|XM_034469461.2	LOC105322131
CG|XM_034469462.2	LOC105322131
CG|XM_034469463.2	LOC105322443
CG|XM_034469464.2	LOC105322443
CG|XM_034469470.2	LOC105320885
CG|XM_034469471.2	LOC105320885
CG|XM_034469473.2	LOC105320885
CG|XM_034469475.2	LOC105320885
CG|XM_034469476.2	LOC105320885
CG|XM_034469479.2	LOC105331808
CG|XM_034469481.2	LOC105322435
CG|XM_034469482.2	LOC117691615
CG|XM_034469485.2	LOC105322430
CG|XM_034469487.2	LOC105322429
CG|XM_034469491.2	LOC105322420
CG|XM_034469493.2	LOC105322419
CG|XM_034469497.2	LOC105322446
CG|XM_034469516.2	LOC105344449
CG|XM_034469519.2	LOC105318922
CG|XM_034469524.2	LOC105318924
CG|XM_034469526.2	LOC105337611
CG|XM_034469529.2	LOC105337611
CG|XM_034469539.2	LOC105333315
CG|XM_034469548.2	LOC105323811
CG|XM_034469553.2	LOC105346959
CG|XM_034469555.2	LOC117689232
CG|XM_034469560.2	LOC105329256
CG|XM_034469561.2	LOC109620592
CG|XM_034469564.2	LOC105344090
CG|XM_034469618.2	LOC105347914
CG|XM_034469622.2	LOC105347904
CG|XM_034469626.2	LOC105347893
CG|XM_034469629.2	LOC105347888
CG|XM_034469633.2	LOC105328500
CG|XM_034469637.2	LOC105328492
CG|XM_034469638.2	LOC105328492
CG|XM_034469642.2	LOC105345907
CG|XM_034469645.2	LOC105345845
CG|XM_034469648.2	LOC105347272
CG|XM_034469689.2	LOC105323798
CG|XM_034469691.2	LOC117689253
CG|XM_034469692.2	LOC117689254
CG|XM_034469693.2	LOC105339835
CG|XM_034469694.2	LOC105339835
CG|XM_034469702.2	LOC105319791
CG|XM_034469707.2	LOC105319791
CG|XM_034469708.2	LOC117689255
CG|XM_034469755.2	LOC105338351
CG|XM_034469758.2	LOC105320379
CG|XM_034469760.2	LOC105320379
CG|XM_034469761.2	LOC105320379
CG|XM_034469762.2	LOC105320379
CG|XM_034469763.2	LOC105320379
CG|XM_034469766.2	LOC105320379
CG|XM_034469779.2	LOC117689263
CG|XM_034469780.2	LOC105322150
CG|XM_034469782.2	LOC105322150
CG|XM_034469783.2	LOC105322150
CG|XM_034469787.2	LOC105322156
CG|XM_034469790.2	LOC105340685
CG|XM_034469794.2	LOC105340692
CG|XM_034469798.2	LOC105340700
CG|XM_034469801.2	LOC105345941
CG|XM_034469802.2	LOC105345938
CG|XM_034469804.2	LOC105345928
CG|XM_034469812.2	LOC117689272
CG|XM_034469813.2	LOC105342682
CG|XM_034469815.2	LOC105346912
CG|XM_034469817.2	LOC105346909
CG|XM_034469819.2	LOC105346909
CG|XM_034469827.2	LOC105346909
CG|XM_034469831.2	LOC105342684
CG|XM_034469841.2	LOC105342684
CG|XM_034469847.2	LOC117689273
CG|XM_034469848.2	LOC117689273
CG|XM_034469850.2	LOC105329041
CG|XM_034469853.2	LOC105341616
CG|XM_034469857.2	LOC105349075
CG|XM_034469866.2	LOC105349075
CG|XM_034469867.2	LOC105349074
CG|XM_034469868.2	LOC105349087
CG|XM_034469869.2	LOC105349071
CG|XM_034469874.2	LOC105344041
CG|XM_034469875.2	LOC105340978
CG|XM_034469876.2	LOC105342681
CG|XM_034469877.2	LOC105340978
CG|XM_034469879.2	LOC105330806
CG|XM_034469882.2	LOC105342681
CG|XM_034469885.2	LOC105342681
CG|XM_034469887.2	LOC105326365
CG|XM_034469890.2	LOC105326357
CG|XM_034469891.2	LOC105326357
CG|XM_034469892.2	LOC105326357
CG|XM_034469893.2	LOC105342681
CG|XM_034469895.2	LOC105324557
CG|XM_034469896.2	LOC105324557
CG|XM_034469897.2	LOC105324557
CG|XM_034469898.2	LOC105324557
CG|XM_034469899.2	LOC105342681
CG|XM_034469903.2	LOC105342681
CG|XM_034469910.2	LOC105319280
CG|XM_034469915.2	LOC105336786
CG|XM_034469922.2	LOC105324679
CG|XM_034469924.2	LOC105324205
CG|XM_034469925.2	LOC105324205
CG|XM_034469928.2	LOC105330102
CG|XM_034469935.2	LOC105334190
CG|XM_034469936.2	LOC105334189
CG|XM_034469937.2	LOC105345088
CG|XM_034469941.2	LOC105333921
CG|XM_034469942.2	LOC105333921
CG|XM_034469943.2	LOC105333921
CG|XM_034469944.2	LOC105333921
CG|XM_034469945.2	LOC105345629
CG|XM_034469946.2	LOC105345629
CG|XM_034469947.2	LOC105345629
CG|XM_034469948.2	LOC105345629
CG|XM_034469950.2	LOC117689292
CG|XM_034469951.2	LOC117689293
CG|XM_034469953.2	LOC117689291
CG|XM_034469954.2	LOC109620899
CG|XM_034469956.2	LOC105318537
CG|XM_034469961.2	LOC117689291
CG|XM_034469964.2	LOC105318535
CG|XM_034469965.2	LOC105318535
CG|XM_034469966.2	LOC105318535
CG|XM_034469967.2	LOC105318535
CG|XM_034469968.2	LOC105318535
CG|XM_034469969.2	LOC105318535
CG|XM_034469971.2	LOC105318535
CG|XM_034469974.2	LOC105318535
CG|XM_034469975.2	LOC105318535
CG|XM_034469977.2	LOC105318535
CG|XM_034469978.2	LOC105318535
CG|XM_034469979.2	LOC117689291
CG|XM_034469981.2	LOC117689291
CG|XM_034469982.2	LOC105335538
CG|XM_034469984.2	LOC105335534
CG|XM_034469985.2	LOC105335534
CG|XM_034469986.2	LOC105335534
CG|XM_034469987.2	LOC105335534
CG|XM_034469988.2	LOC105335534
CG|XM_034469989.2	LOC117689291
CG|XM_034469990.2	LOC105335534
CG|XM_034469993.2	LOC105335534
CG|XM_034469995.2	LOC105335534
CG|XM_034469996.2	LOC105335534
CG|XM_034469997.2	LOC117689291
CG|XM_034469999.2	LOC105335534
CG|XM_034470000.2	LOC105335534
CG|XM_034470001.2	LOC105335534
CG|XM_034470004.2	LOC105335534
CG|XM_034470005.2	LOC105335534
CG|XM_034470006.2	LOC117689291
CG|XM_034470015.2	LOC117689291
CG|XM_034470016.2	LOC105326652
CG|XM_034470020.2	LOC117689291
CG|XM_034470021.2	LOC105326648
CG|XM_034470025.2	LOC105326604
CG|XM_034470031.2	LOC105335531
CG|XM_034470033.2	LOC105335531
CG|XM_034470034.2	LOC105335531
CG|XM_034470035.2	LOC105335531
CG|XM_034470037.2	LOC105335531
CG|XM_034470038.2	LOC105335531
CG|XM_034470041.2	LOC105326646
CG|XM_034470042.2	LOC105340399
CG|XM_034470043.2	LOC105340399
CG|XM_034470044.2	LOC105340399
CG|XM_034470045.2	LOC105340399
CG|XM_034470054.2	LOC117689304
CG|XM_034470055.2	LOC117689304
CG|XM_034470056.2	LOC117689304
CG|XM_034470065.2	LOC105348302
CG|XM_034470087.2	LOC105343262
CG|XM_034470091.2	LOC105347677
CG|XM_034470092.2	LOC105343269
CG|XM_034470093.2	LOC105343269
CG|XM_034470095.2	LOC105347679
CG|XM_034470097.2	LOC105324261
CG|XM_034470098.2	LOC105324260
CG|XM_034470110.2	LOC105318013
CG|XM_034470111.2	LOC105318013
CG|XM_034470112.2	LOC105318013
CG|XM_034470113.2	LOC105318013
CG|XM_034470114.2	LOC105318013
CG|XM_034470115.2	LOC105318013
CG|XM_034470116.2	LOC105318013
CG|XM_034470117.2	LOC105318013
CG|XM_034470119.2	LOC105318013
CG|XM_034470120.2	LOC105318460
CG|XM_034470121.2	LOC105318461
CG|XM_034470122.2	LOC105318480
CG|XM_034470126.2	LOC105318481
CG|XM_034470128.2	LOC105318464
CG|XM_034470129.2	LOC105320838
CG|XM_034470142.2	LOC105329916
CG|XM_034470154.2	LOC105329911
CG|XM_034470156.2	LOC105332445
CG|XM_034470158.2	LOC105333338
CG|XM_034470159.2	LOC105329911
CG|XM_034470165.2	LOC105329911
CG|XM_034470173.2	LOC105318140
CG|XM_034470182.2	LOC117689348
CG|XM_034470190.2	LOC117689352
CG|XM_034470205.2	LOC105317802
CG|XM_034470211.2	LOC117689364
CG|XM_034470228.2	LOC117689369
CG|XM_034470230.2	LOC117689371
CG|XM_034470231.2	LOC117689372
CG|XM_034470234.2	LOC117689375
CG|XM_034470238.2	LOC105330605
CG|XM_034470241.2	LOC105333348
CG|XM_034470242.2	LOC105333346
CG|XM_034470243.2	LOC105333355
CG|XM_034470244.2	LOC105333355
CG|XM_034470245.2	LOC105333344
CG|XM_034470248.2	LOC105344139
CG|XM_034470251.2	LOC105327607
CG|XM_034470295.2	LOC117689382
CG|XM_034470297.2	LOC105344138
CG|XM_034470298.2	LOC105339571
CG|XM_034470300.2	LOC105344138
CG|XM_034470301.2	LOC105326968
CG|XM_034470302.2	LOC105342811
CG|XM_034470303.2	LOC105342811
CG|XM_034470310.2	LOC105344138
CG|XM_034470312.2	LOC105336889
CG|XM_034470313.2	LOC117689388
CG|XM_034470314.2	LOC117689388
CG|XM_034470315.2	LOC105336892
CG|XM_034470316.2	LOC105344138
CG|XM_034470317.2	LOC105333678
CG|XM_034470320.2	LOC105340679
CG|XM_034470321.2	LOC105346089
CG|XM_034470322.2	LOC117689389
CG|XM_034470324.2	LOC105324140
CG|XM_034470325.2	LOC117689390
CG|XM_034470328.2	LOC105331880
CG|XM_034470332.2	LOC105344333
CG|XM_034470333.2	LOC105344333
CG|XM_034470334.2	LOC105344333
CG|XM_034470337.2	LOC105339577
CG|XM_034470338.2	LOC105319951
CG|XM_034470340.2	LOC117689392
CG|XM_034470343.2	LOC105348196
CG|XM_034470344.2	LOC105348196
CG|XM_034470345.2	LOC105348196
CG|XM_034470352.2	LOC105342293
CG|XM_034470354.2	LOC105342295
CG|XM_034470360.2	LOC105344130
CG|XM_034470366.2	LOC117680448
CG|XM_034470367.2	LOC117680448
CG|XM_034470375.2	LOC105344133
CG|XM_034470381.2	LOC105338930
CG|XM_034470388.2	LOC105320607
CG|XM_034470389.2	LOC105320607
CG|XM_034470390.2	LOC117689400
CG|XM_034470393.2	LOC117680521
CG|XM_034470394.2	LOC117680659
CG|XM_034470397.2	LOC105329522
CG|XM_034470398.2	LOC105329522
CG|XM_034470399.2	LOC105329522
CG|XM_034470400.2	LOC105329522
CG|XM_034470401.2	LOC105329522
CG|XM_034470405.2	LOC117689403
CG|XM_034470406.2	LOC117689403
CG|XM_034470407.2	LOC117689403
CG|XM_034470408.2	LOC117689403
CG|XM_034470414.2	LOC117689403
CG|XM_034470416.2	LOC117689403
CG|XM_034470417.2	LOC117689403
CG|XM_034470418.2	LOC117689403
CG|XM_034470419.2	LOC117689403
CG|XM_034470427.2	LOC105337163
CG|XM_034470447.2	LOC117689417
CG|XM_034470450.2	LOC105330219
CG|XM_034470451.2	LOC105339399
CG|XM_034470452.2	LOC105339399
CG|XM_034470465.2	LOC117689421
CG|XM_034470471.2	LOC105332067
CG|XM_034470482.2	LOC105333340
CG|XM_034470484.2	LOC105333340
CG|XM_034470485.2	LOC105333340
CG|XM_034470486.2	LOC105346351
CG|XM_034470487.2	LOC105346351
CG|XM_034470488.2	LOC105346351
CG|XM_034470489.2	LOC105346351
CG|XM_034470491.2	LOC105332231
CG|XM_034470492.2	LOC105332231
CG|XM_034470493.2	LOC105332231
CG|XM_034470494.2	LOC105332231
CG|XM_034470495.2	LOC105332231
CG|XM_034470498.2	LOC105332231
CG|XM_034470499.2	LOC105332231
CG|XM_034470500.2	LOC105332231
CG|XM_034470501.2	LOC105332231
CG|XM_034470502.2	LOC105332231
CG|XM_034470503.2	LOC105332231
CG|XM_034470504.2	LOC105332231
CG|XM_034470505.2	LOC105332228
CG|XM_034470507.2	LOC105331810
CG|XM_034470508.2	LOC105331810
CG|XM_034470509.2	LOC105331810
CG|XM_034470510.2	LOC105331810
CG|XM_034470511.2	LOC105331811
CG|XM_034470515.2	LOC105322744
CG|XM_034470516.2	LOC105322746
CG|XM_034470517.2	LOC105322746
CG|XM_034470518.2	LOC105346444
CG|XM_034470520.2	LOC105332391
CG|XM_034470521.2	LOC105330130
CG|XM_034470522.2	LOC105330132
CG|XM_034470523.2	LOC105330132
CG|XM_034470525.2	LOC105330132
CG|XM_034470526.2	LOC105330132
CG|XM_034470529.2	LOC105346773
CG|XM_034470531.2	LOC105346783
CG|XM_034470532.2	LOC105346783
CG|XM_034470541.2	LOC105348587
CG|XM_034470542.2	LOC105335333
CG|XM_034470551.2	LOC105324413
CG|XM_034470552.2	LOC105324413
CG|XM_034470556.2	LOC105332389
CG|XM_034470565.2	LOC105332392
CG|XM_034470566.2	LOC105332392
CG|XM_034470597.2	LOC105319920
CG|XM_034470598.2	LOC105319920
CG|XM_034470599.2	LOC105319920
CG|XM_034470600.2	LOC105319920
CG|XM_034470602.2	LOC105319920
CG|XM_034470603.2	LOC105319920
CG|XM_034470606.2	LOC105319920
CG|XM_034470607.2	LOC105319920
CG|XM_034470609.2	LOC105327235
CG|XM_034470616.2	LOC117689443
CG|XM_034470617.2	LOC105348588
CG|XM_034470621.2	LOC105319050
CG|XM_034470622.2	LOC105337895
CG|XM_034470623.2	LOC105337895
CG|XM_034470624.2	LOC105337895
CG|XM_034470625.2	LOC105337895
CG|XM_034470626.2	LOC105337895
CG|XM_034470627.2	LOC105337895
CG|XM_034470628.2	LOC105324256
CG|XM_034470629.2	LOC105324256
CG|XM_034470630.2	LOC105324256
CG|XM_034470631.2	LOC105324256
CG|XM_034470632.2	LOC105337708
CG|XM_034470633.2	LOC105337708
CG|XM_034470634.2	LOC105337708
CG|XM_034470635.2	LOC105337708
CG|XM_034470639.2	LOC105337708
CG|XM_034470640.2	LOC105339571
CG|XM_034470642.2	LOC105339571
CG|XM_034470643.2	LOC105339571
CG|XM_034470649.2	LOC105327095
CG|XM_034470650.2	LOC105327093
CG|XM_034470651.2	LOC105327093
CG|XM_034470652.2	LOC105327093
CG|XM_034470653.2	LOC105327093
CG|XM_034470654.2	LOC105327093
CG|XM_034470655.2	LOC105328218
CG|XM_034470656.2	LOC105328218
CG|XM_034470657.2	LOC105324250
CG|XM_034470658.2	LOC105324250
CG|XM_034470659.2	LOC105328253
CG|XM_034470661.2	LOC117680331
CG|XM_034470664.2	LOC105328212
CG|XM_034470666.2	LOC105339592
CG|XM_034470686.2	LOC105343855
CG|XM_034470687.2	LOC105331809
CG|XM_034470692.2	LOC105343412
CG|XM_034470702.2	LOC105348808
CG|XM_034470713.2	LOC105337197
CG|XM_034470714.2	LOC105348590
CG|XM_034470717.2	LOC105337183
CG|XM_034470718.2	LOC105337182
CG|XM_034470721.2	LOC105345625
CG|XM_034470723.2	LOC105345622
CG|XM_034470724.2	LOC105345622
CG|XM_034470725.2	LOC105332397
CG|XM_034470726.2	LOC105345621
CG|XM_034470727.2	LOC105345621
CG|XM_034470728.2	LOC105345621
CG|XM_034470729.2	LOC105345617
CG|XM_034470737.2	LOC105336703
CG|XM_034470739.2	LOC105342315
CG|XM_034470742.2	LOC105334566
CG|XM_034470745.2	LOC105334556
CG|XM_034470748.2	LOC105348590
CG|XM_034470749.2	LOC105334552
CG|XM_034470750.2	LOC105334552
CG|XM_034470752.2	LOC105334552
CG|XM_034470753.2	LOC105334552
CG|XM_034470755.2	LOC105334552
CG|XM_034470758.2	LOC105334552
CG|XM_034470759.2	LOC105334552
CG|XM_034470760.2	LOC105334552
CG|XM_034470763.2	LOC105337787
CG|XM_034470767.2	LOC105337787
CG|XM_034470770.2	LOC105331723
CG|XM_034470771.2	LOC105339428
CG|XM_034470774.2	LOC105339428
CG|XM_034470775.2	LOC105334729
CG|XM_034470783.2	LOC105348590
CG|XM_034470784.2	LOC105317322
CG|XM_034470787.2	LOC105317322
CG|XM_034470795.2	LOC105323194
CG|XM_034470800.2	LOC105323194
CG|XM_034470802.2	LOC105341879
CG|XM_034470808.2	LOC105341879
CG|XM_034470811.2	LOC105317307
CG|XM_034470812.2	LOC105340114
CG|XM_034470814.2	LOC105317307
CG|XM_034470818.2	LOC105348590
CG|XM_034470819.2	LOC105317307
CG|XM_034470822.2	LOC105340118
CG|XM_034470823.2	LOC105340118
CG|XM_034470824.2	LOC105340120
CG|XM_034470825.2	LOC105340123
CG|XM_034470838.2	LOC105330144
CG|XM_034470849.2	LOC117689471
CG|XM_034470852.2	LOC105338877
CG|XM_034470853.2	LOC105338876
CG|XM_034470854.2	LOC105343704
CG|XM_034470855.2	LOC105338881
CG|XM_034470856.2	LOC105338884
CG|XM_034470857.2	LOC105338884
CG|XM_034470858.2	LOC105343704
CG|XM_034470860.2	LOC109618698
CG|XM_034470861.2	LOC109618698
CG|XM_034470867.2	LOC109619486
CG|XM_034470884.2	LOC105335004
CG|XM_034470885.2	LOC105340835
CG|XM_034470886.2	LOC105340835
CG|XM_034470891.2	LOC105348591
CG|XM_034470894.2	LOC105340835
CG|XM_034470895.2	LOC105340835
CG|XM_034470898.2	LOC105324486
CG|XM_034470899.2	LOC105324486
CG|XM_034470900.2	LOC105324486
CG|XM_034470902.2	LOC105325558
CG|XM_034470903.2	LOC105340227
CG|XM_034470908.2	LOC105326547
CG|XM_034470913.2	LOC105326544
CG|XM_034470934.2	LOC105347221
CG|XM_034470936.2	LOC105341303
CG|XM_034470938.2	LOC105347221
CG|XM_034470946.2	LOC105338856
CG|XM_034470950.2	LOC117689485
CG|XM_034470951.2	LOC105347881
CG|XM_034470952.2	LOC105347881
CG|XM_034470953.2	LOC105347881
CG|XM_034470954.2	LOC105347881
CG|XM_034470955.2	LOC105347881
CG|XM_034470956.2	LOC105336972
CG|XM_034470957.2	LOC105347881
CG|XM_034470958.2	LOC117689486
CG|XM_034470960.2	LOC105347880
CG|XM_034470961.2	LOC105347880
CG|XM_034470962.2	LOC105336972
CG|XM_034470976.2	LOC109617108
CG|XM_034470979.2	LOC105340366
CG|XM_034470981.2	LOC105339242
CG|XM_034470983.2	LOC105339242
CG|XM_034470988.2	LOC105335609
CG|XM_034470995.2	LOC117689501
CG|XM_034470998.2	LOC105346980
CG|XM_034471005.2	LOC105323043
CG|XM_034471012.2	LOC117689503
CG|XM_034471013.2	LOC117689503
CG|XM_034471014.2	LOC105343468
CG|XM_034471017.2	LOC105318127
CG|XM_034471019.2	LOC105318138
CG|XM_034471020.2	LOC105318138
CG|XM_034471027.2	LOC105319227
CG|XM_034471030.2	LOC105333341
CG|XM_034471031.2	LOC105319227
CG|XM_034471032.2	LOC105343267
CG|XM_034471037.2	LOC105319227
CG|XM_034471040.2	LOC117689509
CG|XM_034471044.2	LOC105319659
CG|XM_034471045.2	LOC105319659
CG|XM_034471046.2	LOC105319659
CG|XM_034471050.2	LOC105333304
CG|XM_034471051.2	LOC105333304
CG|XM_034471055.2	LOC105319225
CG|XM_034471092.2	LOC105331075
CG|XM_034471093.2	LOC105331075
CG|XM_034471095.2	LOC105334130
CG|XM_034471096.2	LOC105334130
CG|XM_034471097.2	LOC105326478
CG|XM_034471098.2	LOC105326478
CG|XM_034471099.2	LOC105335977
CG|XM_034471109.2	LOC105337194
CG|XM_034471115.2	LOC105327783
CG|XM_034471141.2	LOC105337193
CG|XM_034471169.2	LOC105344994
CG|XM_034471171.2	LOC105344995
CG|XM_034471172.2	LOC105344995
CG|XM_034471173.2	LOC105344995
CG|XM_034471180.2	LOC105327779
CG|XM_034471181.2	LOC105327777
CG|XM_034471182.2	LOC105342739
CG|XM_034471191.2	LOC117689614
CG|XM_034471224.2	LOC117689638
CG|XM_034471225.2	LOC105322786
CG|XM_034471226.2	LOC105319668
CG|XM_034471247.2	LOC105319440
CG|XM_034471248.2	LOC105336066
CG|XM_034471250.2	LOC105319440
CG|XM_034471251.2	LOC105317829
CG|XM_034471253.2	LOC105317829
CG|XM_034471256.2	LOC105337500
CG|XM_034471257.2	LOC105337500
CG|XM_034471258.2	LOC105336067
CG|XM_034471259.2	LOC105336067
CG|XM_034471261.2	LOC105336067
CG|XM_034471264.2	LOC105328725
CG|XM_034471265.2	LOC117689669
CG|XM_034471266.2	LOC105342064
CG|XM_034471268.2	LOC105322766
CG|XM_034471274.2	LOC105319043
CG|XM_034471277.2	LOC117689672
CG|XM_034471284.2	LOC105328831
CG|XM_034471289.2	LOC105342722
CG|XM_034471290.2	LOC105343335
CG|XM_034471295.2	LOC117689678
CG|XM_034471296.2	LOC117689678
CG|XM_034471297.2	LOC117689678
CG|XM_034471299.2	LOC105346321
CG|XM_034471300.2	LOC105346321
CG|XM_034471302.2	LOC105322767
CG|XM_034471306.2	LOC105346603
CG|XM_034471307.2	LOC105346603
CG|XM_034471308.2	LOC105346603
CG|XM_034471309.2	LOC105346603
CG|XM_034471312.2	LOC105322767
CG|XM_034471328.2	LOC117689688
CG|XM_034471329.2	LOC117689688
CG|XM_034471338.2	LOC117689691
CG|XM_034471345.2	LOC117689696
CG|XM_034471347.2	LOC105346602
CG|XM_034471351.2	LOC105322769
CG|XM_034471356.2	LOC109617885
CG|XM_034471366.2	LOC117689710
CG|XM_034471368.2	LOC105319638
CG|XM_034471370.2	LOC105343760
CG|XM_034471376.2	LOC105328089
CG|XM_034471377.2	LOC105328090
CG|XM_034471379.2	LOC105328090
CG|XM_034471380.2	LOC105328090
CG|XM_034471381.2	LOC105328090
CG|XM_034471383.2	LOC105328087
CG|XM_034471385.2	LOC105328085
CG|XM_034471392.2	LOC105332989
CG|XM_034471398.2	LOC105332455
CG|XM_034471400.2	LOC105332457
CG|XM_034471416.2	LOC105332461
CG|XM_034471417.2	LOC105332460
CG|XM_034471419.2	LOC117689722
CG|XM_034471421.2	LOC117689723
CG|XM_034471422.2	LOC105348281
CG|XM_034471423.2	LOC105348281
CG|XM_034471424.2	LOC105348281
CG|XM_034471429.2	LOC105328321
CG|XM_034471430.2	LOC105328321
CG|XM_034471431.2	LOC105343037
CG|XM_034471432.2	LOC109618917
CG|XM_034471435.2	LOC105333981
CG|XM_034471436.2	LOC105333981
CG|XM_034471441.2	LOC105333978
CG|XM_034471444.2	LOC105328321
CG|XM_034471445.2	LOC105347546
CG|XM_034471449.2	LOC105328322
CG|XM_034471450.2	LOC105347544
CG|XM_034471451.2	LOC105347544
CG|XM_034471453.2	LOC105341187
CG|XM_034471456.2	LOC105341190
CG|XM_034471457.2	LOC105341190
CG|XM_034471461.2	LOC105341197
CG|XM_034471468.2	LOC117689730
CG|XM_034471474.2	LOC105340783
CG|XM_034471476.2	LOC105340783
CG|XM_034471477.2	LOC105340783
CG|XM_034471478.2	LOC105340782
CG|XM_034471479.2	LOC105340782
CG|XM_034471480.2	LOC105343464
CG|XM_034471481.2	LOC105328325
CG|XM_034471483.2	LOC105340796
CG|XM_034471486.2	LOC105340795
CG|XM_034471488.2	LOC117689732
CG|XM_034471490.2	LOC105340794
CG|XM_034471491.2	LOC105336547
CG|XM_034471492.2	LOC105336547
CG|XM_034471493.2	LOC105336547
CG|XM_034471497.2	LOC105330479
CG|XM_034471500.2	LOC105330484
CG|XM_034471504.2	LOC105330484
CG|XM_034471509.2	LOC105345966
CG|XM_034471510.2	LOC105327305
CG|XM_034471511.2	LOC105327305
CG|XM_034471512.2	LOC105327305
CG|XM_034471513.2	LOC105327305
CG|XM_034471514.2	LOC105327305
CG|XM_034471517.2	LOC105327305
CG|XM_034471519.2	LOC105327305
CG|XM_034471522.2	LOC105319536
CG|XM_034471527.2	LOC105319535
CG|XM_034471528.2	LOC105319535
CG|XM_034471531.2	LOC105319533
CG|XM_034471537.2	LOC105333761
CG|XM_034471538.2	LOC105333761
CG|XM_034471539.2	LOC105342123
CG|XM_034471540.2	LOC105342123
CG|XM_034471547.2	LOC117689738
CG|XM_034471556.2	LOC105342095
CG|XM_034471565.2	LOC105346146
CG|XM_034471566.2	LOC105342098
CG|XM_034471567.2	LOC117689744
CG|XM_034471570.2	LOC117689745
CG|XM_034471583.2	LOC105338850
CG|XM_034471584.2	LOC105338849
CG|XM_034471586.2	LOC105338849
CG|XM_034471587.2	LOC105338849
CG|XM_034471588.2	LOC105328926
CG|XM_034471589.2	LOC105328926
CG|XM_034471590.2	LOC105328926
CG|XM_034471591.2	LOC105328926
CG|XM_034471592.2	LOC105328926
CG|XM_034471593.2	LOC105328926
CG|XM_034471595.2	LOC105328926
CG|XM_034471596.2	LOC105328926
CG|XM_034471598.2	LOC105328926
CG|XM_034471600.2	LOC105328926
CG|XM_034471602.2	LOC105328926
CG|XM_034471603.2	LOC105328926
CG|XM_034471604.2	LOC105328926
CG|XM_034471605.2	LOC105328926
CG|XM_034471606.2	LOC105328926
CG|XM_034471609.2	LOC117689749
CG|XM_034471610.2	LOC105328928
CG|XM_034471611.2	LOC105328997
CG|XM_034471618.2	LOC105317077
CG|XM_034471619.2	LOC105317077
CG|XM_034471620.2	LOC105317077
CG|XM_034471621.2	LOC105317077
CG|XM_034471622.2	LOC105317077
CG|XM_034471623.2	LOC105317077
CG|XM_034471624.2	LOC105317079
CG|XM_034471625.2	LOC105317061
CG|XM_034471626.2	LOC117680394
CG|XM_034471627.2	LOC117689752
CG|XM_034471630.2	LOC105322578
CG|XM_034471632.2	LOC105341883
CG|XM_034471633.2	LOC105341886
CG|XM_034471634.2	LOC117689754
CG|XM_034471635.2	LOC105323122
CG|XM_034471636.2	LOC117689755
CG|XM_034471640.2	LOC117689754
CG|XM_034471644.2	LOC105323126
CG|XM_034471645.2	LOC117689756
CG|XM_034471654.2	LOC105322086
CG|XM_034471700.2	LOC105333734
CG|XM_034471702.2	LOC105333734
CG|XM_034471705.2	LOC105333734
CG|XM_034471706.2	LOC117689761
CG|XM_034471709.2	LOC105333734
CG|XM_034471711.2	LOC105319095
CG|XM_034471712.2	LOC105335771
CG|XM_034471714.2	LOC117689765
CG|XM_034471733.2	LOC105320878
CG|XM_034471739.2	LOC117689780
CG|XM_034471755.2	LOC105330637
CG|XM_034471756.2	LOC105330637
CG|XM_034471763.2	LOC117689782
CG|XM_034471767.2	LOC105330636
CG|XM_034471770.2	LOC105330597
CG|XM_034471771.2	LOC105330597
CG|XM_034471772.2	LOC105330597
CG|XM_034471776.2	LOC105330594
CG|XM_034471778.2	LOC105330594
CG|XM_034471782.2	LOC105330591
CG|XM_034471783.2	LOC105347653
CG|XM_034471785.2	LOC105346580
CG|XM_034471811.2	LOC105339314
CG|XM_034471812.2	LOC105339314
CG|XM_034471813.2	LOC105339314
CG|XM_034471818.2	LOC105339314
CG|XM_034471820.2	LOC105339314
CG|XM_034471823.2	LOC105339314
CG|XM_034471824.2	LOC105339314
CG|XM_034471825.2	LOC105339314
CG|XM_034471831.2	LOC117689793
CG|XM_034471837.2	LOC105332681
CG|XM_034471847.2	LOC117689798
CG|XM_034471849.2	LOC105324981
CG|XM_034471852.2	LOC117689800
CG|XM_034471857.2	LOC117689800
CG|XM_034471860.2	LOC105324981
CG|XM_034471871.2	LOC105324981
CG|XM_034471880.2	LOC105332675
CG|XM_034471883.2	LOC105332672
CG|XM_034471885.2	LOC105324981
CG|XM_034471887.2	LOC105319759
CG|XM_034471888.2	LOC105324981
CG|XM_034471889.2	LOC105319792
CG|XM_034471892.2	LOC105324981
CG|XM_034471893.2	LOC105319809
CG|XM_034471895.2	LOC117689804
CG|XM_034471898.2	LOC105319840
CG|XM_034471899.2	LOC105324981
CG|XM_034471900.2	LOC105319840
CG|XM_034471901.2	LOC105319840
CG|XM_034471905.2	LOC105324981
CG|XM_034471936.2	LOC105348643
CG|XM_034471937.2	LOC105317598
CG|XM_034471949.2	LOC105338475
CG|XM_034471950.2	LOC105338475
